 2016-01-28 02:00:01|206| 1|     342|    1|      정휘인(123)
 2016-01-28 03:00:01|206| 2|     180|    2|       정휘인(25)
 2016-01-28 04:00:01|206| 3|     159|    1|    평민킬러(15)
 2016-01-28 05:00:02|206| 4|     151|    1|          무광(19)
 2016-01-28 06:00:01|206| 5|     137|    0|        하루카(4)
 2016-01-28 07:00:01|206| 6|     146|    1|    카이사르(13)
 2016-01-28 08:00:01|206| 7|     136|    0|          니쉬(11)
 2016-01-28 09:00:02|206| 8|     400|    2|         니쉬(109)
 2016-01-28 10:00:01|206| 9|     291|    2|       이루나(30)
 2016-01-28 11:00:01|206|10|     397|    5|            Anes(66)
 2016-01-28 12:00:01|206|11|     277|    5| 카가미네렌(42)
 2016-01-28 13:00:01|206|12|     509|    5|   카이사르(219)
 2016-01-28 14:00:01|207| 1|     345|    1|            Anes(85)
 2016-01-28 15:00:36|207| 2|     217|    4|고긔가먹고싶(12)
 2016-01-28 16:00:01|207| 3|     314|    1|       이쓰미(84)
 2016-01-28 17:00:07|207| 4|     269|    3| 카가미네렌(53)
 2016-01-28 18:00:01|207| 5|     400|    3|          무광(54)
 2016-01-28 19:00:01|207| 6|     323|    4|          무광(28)
 2016-01-28 20:00:13|207| 7|     338|    2|    잠둥이션(30)
 2016-01-28 21:00:01|207| 8|     432|    5|           Anes(136)
 2016-01-28 22:00:31|207| 9|     360|    4|    카이사르(62)
 2016-01-28 23:00:02|207|10|     386|    6|    카이사르(99)
 2016-01-29 00:00:01|207|11|     424|    4|          니쉬(76)
 2016-01-29 01:00:01|207|12|     321|    3|            Anes(75)
 2016-01-29 02:00:01|208| 1|     273|    1|            Anes(48)
 2016-01-29 03:00:01|208| 2|     202|    1| 카가미네렌(16)
 2016-01-29 04:00:02|208| 3|     144|    1|    강서유서(10)
 2016-01-29 05:00:02|208| 4|     125|    0|    랜임1분장(5)
 2016-01-29 06:00:02|208| 5|     123|    0|  하기싫은데(3)
 2016-01-29 07:00:02|208| 6|     155|    0|그만좀불러좀(33)
 2016-01-29 08:00:01|208| 7|     162|    1|          니쉬(23)
 2016-01-29 09:00:02|208| 8|     208|    0|    내정달인(32)
 2016-01-29 10:00:01|208| 9|     298|    3|          진리(37)
 2016-01-29 11:00:01|208|10|     239|    1|       이루나(47)
 2016-01-29 12:00:01|208|11|     480|    6|           Anes(139)
 2016-01-29 13:00:02|208|12|     398|    0|   카이사르(193)
 2016-01-29 14:00:02|209| 1|     315|    2|          진리(26)
 2016-01-29 15:00:02|209| 2|     319|    4|            Anes(57)
 2016-01-29 16:00:02|209| 3|     333|    1|          무광(68)
 2016-01-29 17:00:01|209| 4|     315|    1|    카이사르(45)
 2016-01-29 18:00:01|209| 5|     426|    3|       정휘인(94)
 2016-01-29 19:00:01|209| 6|     270|    4|          니콜(17)
 2016-01-29 20:00:02|209| 7|     437|    3|          くま(78)
 2016-01-29 21:00:01|209| 8|     688|    3|         무광(157)
 2016-01-29 22:00:33|209| 9|     575|    4|           Anes(121)
 2016-01-29 23:00:01|209|10|     411|    3|            Anes(62)
 2016-01-30 00:00:02|209|11|     490|    6|       이쓰미(99)
 2016-01-30 01:00:01|209|12|     509|    5|            Anes(79)
 2016-01-30 02:00:01|210| 1|     313|    2|          장임(37)
 2016-01-30 03:00:01|210| 2|     254|    1|          내나(54)
 2016-01-30 04:00:01|210| 3|     384|    2|           Anes(167)
 2016-01-30 05:00:01|210| 4|     179|    0|          くま(27)
